Name,Traits,Free Hours
Donnamarie,Organized[2];Creative Thinker[2];Supportive[2];Resistant to Change[-2];Passive[-1],24
Roxine,Leadership[4];Communicative[2];Strategic[3];Impulsive[-1];Moody[-1],9
Enriqueta,Collaborative[2];Tech-Savvy[2];Innovative[2];Overly Critical[-2];Easily Distracted[-1],7
Dulcea,Tech-Savvy[2];Reliable[3];Logical[3];Easily Distracted[-1];Unempathetic[-2],15
Barbee,Empathetic[3];Flexible[2];Problem-Solver[3];Non-communicative[-2];Overly Competitive[-1],35
Berry,Organized[2];Detail-Oriented[3];Reliable[3];Overly Competitive[-1];Intolerant[-2],36
Delcine,Logical[3];Time-Manager[3];Detail-Oriented[3];Resistant to Change[-2];Procrastinator[-3],26
Mommy,Innovative[2];Resourceful[2];Time-Manager[3];Skeptical[-1];Dismissive[-2],4
Carmelita,Strategic[3];Problem-Solver[3];Time-Manager[3];Intolerant[-2];Impulsive[-1],31
Twyla,Resourceful[2];Organized[2];Strategic[3];Overly Competitive[-1];Conflict-Averse[-2],30
Brigitta,Logical[3];Creative Thinker[2];Resourceful[2];Stubborn[-1];Defensive[-1],22
Goldina,Innovative[2];Logical[3];Resourceful[2];Conflict-Averse[-2];Impatient[-1],22
Berry,Creative Thinker[2];Collaborative[2];Diplomatic[2];Uncooperative[-2];Aloof[-1],29
Alexine,Leadership[4];Innovative[2];Tech-Savvy[2];Stubborn[-1];Defensive[-1],35
Alaine,Strategic[3];Analytical[3];Innovative[2];Procrastinator[-3];Unreliable[-3],10
Sophie,Creative Thinker[2];Empathetic[3];Organized[2];Indecisive[-2];Impulsive[-1],4
Jacquenetta,Logical[3];Leadership[4];Empathetic[3];Perfectionist (to a fault)[-1];Easily Distracted[-1],13
Filia,Analytical[3];Resourceful[2];Strategic[3];Procrastinator[-3];Unreliable[-3],35
Anthia,Analytical[3];Flexible[2];Resourceful[2];Conflict-Averse[-2];Uncooperative[-2],22
Fred,Reliable[3];Innovative[2];Strategic[3];Impulsive[-1];Moody[-1],8
Karalynn,Flexible[2];Reliable[3];Logical[3];Intolerant[-2];Overbearing[-1],4
Gusty,Strategic[3];Empathetic[3];Reliable[3];Indecisive[-2];Conflict-Averse[-2],29
Cal,Leadership[4];Empathetic[3];Analytical[3];Resistant to Change[-2];Procrastinator[-3],34
Jeanine,Mediator[2];Creative Thinker[2];Strategic[3];Narrow-Minded[-2];Pessimistic[-1],28
Pamela,Empathetic[3];Strategic[3];Detail-Oriented[3];Moody[-1];Impulsive[-1],27
Pierette,Empathetic[3];Collaborative[2];Detail-Oriented[3];Micromanaging[-2];Resistant to Change[-2],28
Galina,Innovative[2];Empathetic[3];Time-Manager[3];Moody[-1];Passive[-1],7
Junina,Time-Manager[3];Supportive[2];Detail-Oriented[3];Skeptical[-1];Conflict-Averse[-2],11
Sibyl,Collaborative[2];Detail-Oriented[3];Supportive[2];Stubborn[-1];Perfectionist (to a fault)[-1],23
Venus,Detail-Oriented[3];Leadership[4];Logical[3];Overly Critical[-2];Overbearing[-1],40
Willette,Logical[3];Collaborative[2];Problem-Solver[3];Unempathetic[-2];Rigid[-2],37
Shana,Leadership[4];Problem-Solver[3];Collaborative[2];Impulsive[-1];Perfectionist (to a fault)[-1],38
Sibyl,Supportive[2];Diplomatic[2];Collaborative[2];Aloof[-1];Moody[-1],37
Pollyanna,Empathetic[3];Time-Manager[3];Logical[3];Easily Distracted[-1];Rigid[-2],1
Honor,Problem-Solver[3];Leadership[4];Resourceful[2];Overly Competitive[-1];Easily Distracted[-1],25
Bridget,Tech-Savvy[2];Leadership[4];Supportive[2];Rigid[-2];Unreliable[-3],30
Cathyleen,Innovative[2];Logical[3];Flexible[2];Overbearing[-1];Easily Distracted[-1],22
Bella,Creative Thinker[2];Resourceful[2];Tech-Savvy[2];Dismissive[-2];Stubborn[-1],5
Denna,Time-Manager[3];Empathetic[3];Reliable[3];Resistant to Change[-2];Pessimistic[-1],17
Kayla,Diplomatic[2];Logical[3];Reliable[3];Pessimistic[-1];Overbearing[-1],34
Carroll,Tech-Savvy[2];Resourceful[2];Logical[3];Moody[-1];Indecisive[-2],19
Elita,Detail-Oriented[3];Resourceful[2];Diplomatic[2];Non-communicative[-2];Pessimistic[-1],32
Gerry,Leadership[4];Problem-Solver[3];Reliable[3];Skeptical[-1];Rigid[-2],24
Roshelle,Leadership[4];Reliable[3];Mediator[2];Aloof[-1];Overbearing[-1],4
Codi,Logical[3];Resourceful[2];Flexible[2];Resistant to Change[-2];Dismissive[-2],30
Chandra,Time-Manager[3];Collaborative[2];Innovative[2];Aloof[-1];Defensive[-1],19
Dru,Strategic[3];Mediator[2];Communicative[2];Conflict-Averse[-2];Impatient[-1],16
Harriot,Empathetic[3];Reliable[3];Flexible[2];Overbearing[-1];Rigid[-2],33
Kimmy,Reliable[3];Detail-Oriented[3];Empathetic[3];Defensive[-1];Impulsive[-1],36
Jayne,Supportive[2];Communicative[2];Time-Manager[3];Impatient[-1];Resistant to Change[-2],21
Sarette,Mediator[2];Flexible[2];Empathetic[3];Moody[-1];Narrow-Minded[-2],18
Rianon,Logical[3];Innovative[2];Tech-Savvy[2];Skeptical[-1];Overly Critical[-2],31
Dru,Strategic[3];Detail-Oriented[3];Tech-Savvy[2];Stubborn[-1];Micromanaging[-2],10
Cally,Organized[2];Time-Manager[3];Diplomatic[2];Overly Competitive[-1];Overbearing[-1],23
Lotty,Logical[3];Analytical[3];Reliable[3];Impulsive[-1];Overly Critical[-2],12
Linet,Flexible[2];Leadership[4];Analytical[3];Indecisive[-2];Skeptical[-1],12
Charmane,Resourceful[2];Mediator[2];Time-Manager[3];Resistant to Change[-2];Skeptical[-1],27
Neala,Time-Manager[3];Analytical[3];Collaborative[2];Micromanaging[-2];Stubborn[-1],19
Mariquilla,Diplomatic[2];Logical[3];Leadership[4];Moody[-1];Skeptical[-1],34
Alexia,Problem-Solver[3];Mediator[2];Collaborative[2];Overly Critical[-2];Skeptical[-1],25
Ruthe,Time-Manager[3];Problem-Solver[3];Resourceful[2];Unempathetic[-2];Moody[-1],39
Ealasaid,Mediator[2];Reliable[3];Logical[3];Overly Competitive[-1];Intolerant[-2],5
Brier,Diplomatic[2];Empathetic[3];Strategic[3];Uncooperative[-2];Rigid[-2],4
Janella,Analytical[3];Communicative[2];Reliable[3];Narrow-Minded[-2];Skeptical[-1],8
Robbie,Strategic[3];Leadership[4];Creative Thinker[2];Defensive[-1];Micromanaging[-2],36
Hephzibah,Organized[2];Problem-Solver[3];Resourceful[2];Procrastinator[-3];Skeptical[-1],27
Kori,Strategic[3];Leadership[4];Resourceful[2];Perfectionist (to a fault)[-1];Aloof[-1],4
Avis,Logical[3];Time-Manager[3];Innovative[2];Aloof[-1];Overly Critical[-2],26
Lorena,Empathetic[3];Communicative[2];Tech-Savvy[2];Skeptical[-1];Uncooperative[-2],18
Eloisa,Reliable[3];Detail-Oriented[3];Leadership[4];Non-communicative[-2];Stubborn[-1],13
Adina,Mediator[2];Detail-Oriented[3];Reliable[3];Conflict-Averse[-2];Passive[-1],14
Nanine,Time-Manager[3];Logical[3];Collaborative[2];Non-communicative[-2];Stubborn[-1],24
Justinn,Empathetic[3];Analytical[3];Creative Thinker[2];Rigid[-2];Indecisive[-2],21
Selma,Innovative[2];Detail-Oriented[3];Time-Manager[3];Non-communicative[-2];Unreliable[-3],40
Kimmy,Strategic[3];Time-Manager[3];Flexible[2];Uncooperative[-2];Unreliable[-3],22
Brita,Resourceful[2];Analytical[3];Creative Thinker[2];Unreliable[-3];Resistant to Change[-2],30
Stefanie,Innovative[2];Tech-Savvy[2];Empathetic[3];Easily Distracted[-1];Dismissive[-2],22
Yoshiko,Communicative[2];Leadership[4];Problem-Solver[3];Impulsive[-1];Overbearing[-1],29
Katharyn,Problem-Solver[3];Creative Thinker[2];Flexible[2];Defensive[-1];Stubborn[-1],1
Nance,Empathetic[3];Analytical[3];Mediator[2];Indecisive[-2];Aloof[-1],37
Jeni,Supportive[2];Diplomatic[2];Logical[3];Non-communicative[-2];Overly Competitive[-1],38
Lisbeth,Diplomatic[2];Empathetic[3];Reliable[3];Overbearing[-1];Overly Competitive[-1],28
Elizabeth,Collaborative[2];Creative Thinker[2];Tech-Savvy[2];Rigid[-2];Procrastinator[-3],24
Jerrilyn,Strategic[3];Problem-Solver[3];Leadership[4];Impulsive[-1];Defensive[-1],32
Shanon,Time-Manager[3];Organized[2];Reliable[3];Overly Critical[-2];Easily Distracted[-1],16
Alyda,Mediator[2];Organized[2];Diplomatic[2];Unempathetic[-2];Moody[-1],35
Alida,Diplomatic[2];Problem-Solver[3];Time-Manager[3];Impulsive[-1];Overly Competitive[-1],7
Francene,Problem-Solver[3];Analytical[3];Logical[3];Intolerant[-2];Perfectionist (to a fault)[-1],16
Miguela,Supportive[2];Organized[2];Flexible[2];Impulsive[-1];Rigid[-2],12
Lexi,Supportive[2];Diplomatic[2];Analytical[3];Micromanaging[-2];Overly Critical[-2],16
Ealasaid,Creative Thinker[2];Leadership[4];Supportive[2];Passive[-1];Procrastinator[-3],28
Ebonee,Tech-Savvy[2];Reliable[3];Diplomatic[2];Uncooperative[-2];Dismissive[-2],0
Adrian,Organized[2];Analytical[3];Collaborative[2];Intolerant[-2];Impulsive[-1],39
Joan,Flexible[2];Resourceful[2];Creative Thinker[2];Moody[-1];Defensive[-1],38
Livy,Resourceful[2];Diplomatic[2];Tech-Savvy[2];Impulsive[-1];Aloof[-1],14
Nicolle,Problem-Solver[3];Resourceful[2];Time-Manager[3];Unreliable[-3];Skeptical[-1],33
Eugine,Leadership[4];Problem-Solver[3];Empathetic[3];Passive[-1];Narrow-Minded[-2],8
Loralie,Reliable[3];Strategic[3];Diplomatic[2];Indecisive[-2];Uncooperative[-2],22
Carlotta,Creative Thinker[2];Analytical[3];Time-Manager[3];Moody[-1];Passive[-1],21
Damaris,Detail-Oriented[3];Tech-Savvy[2];Leadership[4];Non-communicative[-2];Overly Competitive[-1],1
Fifi,Collaborative[2];Mediator[2];Analytical[3];Indecisive[-2];Aloof[-1],6
Etta,Collaborative[2];Tech-Savvy[2];Logical[3];Aloof[-1];Easily Distracted[-1],26
Jessy,Empathetic[3];Logical[3];Strategic[3];Moody[-1];Uncooperative[-2],24
Lusa,Innovative[2];Reliable[3];Tech-Savvy[2];Impatient[-1];Rigid[-2],16
Perla,Communicative[2];Analytical[3];Resourceful[2];Procrastinator[-3];Rigid[-2],22
Lonnie,Problem-Solver[3];Organized[2];Innovative[2];Dismissive[-2];Defensive[-1],25
Alvira,Supportive[2];Innovative[2];Creative Thinker[2];Overly Competitive[-1];Passive[-1],7
Jen,Strategic[3];Resourceful[2];Empathetic[3];Overbearing[-1];Intolerant[-2],26
Billye,Creative Thinker[2];Collaborative[2];Leadership[4];Indecisive[-2];Rigid[-2],25
Leontine,Empathetic[3];Innovative[2];Organized[2];Impatient[-1];Conflict-Averse[-2],20
Margarethe,Detail-Oriented[3];Innovative[2];Reliable[3];Uncooperative[-2];Overly Critical[-2],35
Lulita,Organized[2];Strategic[3];Tech-Savvy[2];Dismissive[-2];Moody[-1],20
Clemence,Time-Manager[3];Empathetic[3];Leadership[4];Passive[-1];Moody[-1],11
Helene,Detail-Oriented[3];Analytical[3];Flexible[2];Narrow-Minded[-2];Overly Competitive[-1],12
Rosemary,Empathetic[3];Reliable[3];Detail-Oriented[3];Overly Competitive[-1];Unempathetic[-2],23
Ronnica,Resourceful[2];Logical[3];Diplomatic[2];Defensive[-1];Uncooperative[-2],7
Crin,Mediator[2];Creative Thinker[2];Strategic[3];Indecisive[-2];Overbearing[-1],5
Florina,Creative Thinker[2];Innovative[2];Reliable[3];Intolerant[-2];Indecisive[-2],8
Nanni,Analytical[3];Flexible[2];Tech-Savvy[2];Resistant to Change[-2];Rigid[-2],25
Jeni,Analytical[3];Collaborative[2];Resourceful[2];Defensive[-1];Perfectionist (to a fault)[-1],26
Cathy,Empathetic[3];Detail-Oriented[3];Reliable[3];Non-communicative[-2];Skeptical[-1],21
Valentine,Organized[2];Problem-Solver[3];Collaborative[2];Non-communicative[-2];Aloof[-1],18
Liva,Creative Thinker[2];Communicative[2];Reliable[3];Aloof[-1];Indecisive[-2],33
Georgie,Collaborative[2];Detail-Oriented[3];Tech-Savvy[2];Non-communicative[-2];Uncooperative[-2],15
Yvette,Reliable[3];Mediator[2];Logical[3];Stubborn[-1];Conflict-Averse[-2],1
Trudy,Strategic[3];Communicative[2];Mediator[2];Intolerant[-2];Resistant to Change[-2],18
Brandice,Diplomatic[2];Communicative[2];Detail-Oriented[3];Perfectionist (to a fault)[-1];Conflict-Averse[-2],11
Flor,Detail-Oriented[3];Analytical[3];Mediator[2];Passive[-1];Moody[-1],39
Isa,Analytical[3];Logical[3];Time-Manager[3];Overly Critical[-2];Defensive[-1],28
Brunhilda,Detail-Oriented[3];Time-Manager[3];Reliable[3];Procrastinator[-3];Easily Distracted[-1],30
Jennee,Detail-Oriented[3];Tech-Savvy[2];Innovative[2];Micromanaging[-2];Overbearing[-1],1
Carol-Jean,Creative Thinker[2];Problem-Solver[3];Tech-Savvy[2];Uncooperative[-2];Impulsive[-1],34
Pippy,Collaborative[2];Organized[2];Communicative[2];Overly Competitive[-1];Rigid[-2],0
Lina,Mediator[2];Detail-Oriented[3];Time-Manager[3];Uncooperative[-2];Stubborn[-1],21
Lyndy,Collaborative[2];Resourceful[2];Problem-Solver[3];Non-communicative[-2];Stubborn[-1],33
Ardelle,Organized[2];Empathetic[3];Flexible[2];Easily Distracted[-1];Stubborn[-1],18
Susana,Creative Thinker[2];Innovative[2];Flexible[2];Conflict-Averse[-2];Unreliable[-3],36
Pippa,Resourceful[2];Reliable[3];Communicative[2];Defensive[-1];Procrastinator[-3],5
Roda,Resourceful[2];Time-Manager[3];Flexible[2];Dismissive[-2];Pessimistic[-1],14
Henrieta,Creative Thinker[2];Flexible[2];Mediator[2];Pessimistic[-1];Easily Distracted[-1],38
Rosita,Analytical[3];Empathetic[3];Supportive[2];Unempathetic[-2];Rigid[-2],11
Carroll,Diplomatic[2];Mediator[2];Resourceful[2];Unreliable[-3];Skeptical[-1],32
Bernice,Communicative[2];Resourceful[2];Supportive[2];Overly Competitive[-1];Stubborn[-1],11
Annie,Reliable[3];Mediator[2];Time-Manager[3];Impulsive[-1];Perfectionist (to a fault)[-1],34
Alta,Detail-Oriented[3];Diplomatic[2];Logical[3];Unempathetic[-2];Aloof[-1],23
Aurel,Resourceful[2];Mediator[2];Flexible[2];Overly Critical[-2];Pessimistic[-1],7
Felicdad,Diplomatic[2];Mediator[2];Resourceful[2];Unempathetic[-2];Aloof[-1],3
Sal,Reliable[3];Diplomatic[2];Logical[3];Overly Competitive[-1];Skeptical[-1],29
Nara,Empathetic[3];Flexible[2];Mediator[2];Narrow-Minded[-2];Overly Critical[-2],10
Cassaundra,Diplomatic[2];Supportive[2];Problem-Solver[3];Conflict-Averse[-2];Intolerant[-2],10
Johnath,Logical[3];Time-Manager[3];Detail-Oriented[3];Perfectionist (to a fault)[-1];Defensive[-1],21
Giralda,Problem-Solver[3];Supportive[2];Reliable[3];Moody[-1];Impatient[-1],24
Christa,Empathetic[3];Communicative[2];Diplomatic[2];Overly Competitive[-1];Dismissive[-2],26
Eleni,Empathetic[3];Diplomatic[2];Innovative[2];Resistant to Change[-2];Overly Critical[-2],2
Virgie,Creative Thinker[2];Organized[2];Communicative[2];Impulsive[-1];Dismissive[-2],6
Geraldine,Reliable[3];Resourceful[2];Communicative[2];Rigid[-2];Dismissive[-2],39
Mallorie,Strategic[3];Logical[3];Organized[2];Overly Competitive[-1];Pessimistic[-1],40
Alvina,Strategic[3];Organized[2];Empathetic[3];Indecisive[-2];Intolerant[-2],25
Merle,Flexible[2];Logical[3];Empathetic[3];Moody[-1];Passive[-1],19
Dania,Communicative[2];Strategic[3];Flexible[2];Procrastinator[-3];Overbearing[-1],31
Pooh,Tech-Savvy[2];Diplomatic[2];Collaborative[2];Defensive[-1];Overly Competitive[-1],32
Melany,Communicative[2];Detail-Oriented[3];Empathetic[3];Procrastinator[-3];Uncooperative[-2],14
Zia,Empathetic[3];Problem-Solver[3];Reliable[3];Perfectionist (to a fault)[-1];Narrow-Minded[-2],28
Adiana,Mediator[2];Communicative[2];Creative Thinker[2];Easily Distracted[-1];Indecisive[-2],1
Roseann,Problem-Solver[3];Diplomatic[2];Empathetic[3];Easily Distracted[-1];Overly Critical[-2],33
Ellene,Diplomatic[2];Collaborative[2];Supportive[2];Defensive[-1];Resistant to Change[-2],19
Paulina,Analytical[3];Innovative[2];Logical[3];Narrow-Minded[-2];Skeptical[-1],5
Faith,Organized[2];Empathetic[3];Logical[3];Moody[-1];Defensive[-1],40
Terrijo,Logical[3];Reliable[3];Leadership[4];Impulsive[-1];Overly Competitive[-1],10
Shelley,Problem-Solver[3];Diplomatic[2];Organized[2];Indecisive[-2];Non-communicative[-2],28
Mickie,Strategic[3];Analytical[3];Organized[2];Perfectionist (to a fault)[-1];Impulsive[-1],30
Ada,Resourceful[2];Flexible[2];Problem-Solver[3];Non-communicative[-2];Aloof[-1],37
Delphinia,Leadership[4];Flexible[2];Reliable[3];Procrastinator[-3];Stubborn[-1],11
Charlean,Strategic[3];Analytical[3];Collaborative[2];Non-communicative[-2];Impatient[-1],17
Mirabel,Tech-Savvy[2];Collaborative[2];Innovative[2];Stubborn[-1];Easily Distracted[-1],34
Fredra,Diplomatic[2];Analytical[3];Tech-Savvy[2];Moody[-1];Non-communicative[-2],35
Merci,Innovative[2];Organized[2];Detail-Oriented[3];Perfectionist (to a fault)[-1];Defensive[-1],5
Grethel,Creative Thinker[2];Organized[2];Problem-Solver[3];Impulsive[-1];Conflict-Averse[-2],22
Naomi,Reliable[3];Innovative[2];Time-Manager[3];Rigid[-2];Passive[-1],25
Arlyne,Diplomatic[2];Innovative[2];Strategic[3];Easily Distracted[-1];Dismissive[-2],36
Cathryn,Diplomatic[2];Leadership[4];Reliable[3];Impulsive[-1];Uncooperative[-2],0
Stacia,Logical[3];Diplomatic[2];Empathetic[3];Rigid[-2];Impulsive[-1],32
Lillis,Problem-Solver[3];Empathetic[3];Detail-Oriented[3];Overly Competitive[-1];Impatient[-1],5
Abagael,Organized[2];Collaborative[2];Supportive[2];Moody[-1];Impulsive[-1],34
Minny,Diplomatic[2];Organized[2];Empathetic[3];Impulsive[-1];Unempathetic[-2],38
Marya,Communicative[2];Resourceful[2];Empathetic[3];Non-communicative[-2];Perfectionist (to a fault)[-1],13
Sheri,Detail-Oriented[3];Communicative[2];Diplomatic[2];Skeptical[-1];Unempathetic[-2],3
Alfy,Resourceful[2];Reliable[3];Leadership[4];Overbearing[-1];Narrow-Minded[-2],10
Vevay,Strategic[3];Problem-Solver[3];Innovative[2];Dismissive[-2];Unempathetic[-2],40
Harrie,Analytical[3];Resourceful[2];Diplomatic[2];Impatient[-1];Overly Critical[-2],28
Dolly,Mediator[2];Detail-Oriented[3];Reliable[3];Resistant to Change[-2];Overly Critical[-2],3
Karalee,Mediator[2];Tech-Savvy[2];Communicative[2];Skeptical[-1];Overbearing[-1],21
Helen-Elizabeth,Tech-Savvy[2];Strategic[3];Innovative[2];Easily Distracted[-1];Passive[-1],26
Electra,Resourceful[2];Analytical[3];Collaborative[2];Conflict-Averse[-2];Moody[-1],27
Aigneis,Strategic[3];Logical[3];Diplomatic[2];Unempathetic[-2];Moody[-1],24
Annmarie,Collaborative[2];Time-Manager[3];Supportive[2];Narrow-Minded[-2];Overbearing[-1],31
Francyne,Tech-Savvy[2];Mediator[2];Innovative[2];Resistant to Change[-2];Defensive[-1],27
Abbi,Communicative[2];Flexible[2];Strategic[3];Perfectionist (to a fault)[-1];Resistant to Change[-2],7
Nataline,Empathetic[3];Creative Thinker[2];Innovative[2];Overbearing[-1];Intolerant[-2],34
Lulu,Logical[3];Communicative[2];Mediator[2];Dismissive[-2];Rigid[-2],18
Randee,Resourceful[2];Innovative[2];Organized[2];Indecisive[-2];Impulsive[-1],19
Jaclyn,Resourceful[2];Collaborative[2];Analytical[3];Uncooperative[-2];Unreliable[-3],23
Maddi,Time-Manager[3];Organized[2];Reliable[3];Procrastinator[-3];Indecisive[-2],36
Zabrina,Logical[3];Analytical[3];Empathetic[3];Rigid[-2];Non-communicative[-2],4
Charleen,Resourceful[2];Problem-Solver[3];Empathetic[3];Passive[-1];Indecisive[-2],23
Christean,Strategic[3];Empathetic[3];Tech-Savvy[2];Procrastinator[-3];Pessimistic[-1],8
Juliet,Logical[3];Collaborative[2];Supportive[2];Unempathetic[-2];Resistant to Change[-2],21
Cindie,Problem-Solver[3];Creative Thinker[2];Collaborative[2];Pessimistic[-1];Non-communicative[-2],30
Farica,Time-Manager[3];Innovative[2];Mediator[2];Rigid[-2];Unempathetic[-2],6
Wynny,Logical[3];Empathetic[3];Diplomatic[2];Pessimistic[-1];Uncooperative[-2],6
Jayme,Empathetic[3];Mediator[2];Analytical[3];Overbearing[-1];Impulsive[-1],25
Michaelina,Time-Manager[3];Flexible[2];Diplomatic[2];Overbearing[-1];Impulsive[-1],4
Linda,Mediator[2];Empathetic[3];Resourceful[2];Perfectionist (to a fault)[-1];Conflict-Averse[-2],33
Melly,Time-Manager[3];Analytical[3];Problem-Solver[3];Stubborn[-1];Conflict-Averse[-2],6
Ulrika,Supportive[2];Mediator[2];Detail-Oriented[3];Non-communicative[-2];Rigid[-2],21
Lory,Flexible[2];Time-Manager[3];Innovative[2];Micromanaging[-2];Unempathetic[-2],37
Catie,Strategic[3];Resourceful[2];Reliable[3];Indecisive[-2];Micromanaging[-2],32
Arabele,Time-Manager[3];Leadership[4];Supportive[2];Uncooperative[-2];Indecisive[-2],0
Nonnah,Detail-Oriented[3];Communicative[2];Resourceful[2];Moody[-1];Overly Competitive[-1],5
Estella,Creative Thinker[2];Flexible[2];Problem-Solver[3];Stubborn[-1];Rigid[-2],5
Jania,Communicative[2];Leadership[4];Analytical[3];Micromanaging[-2];Easily Distracted[-1],12
Beret,Supportive[2];Tech-Savvy[2];Flexible[2];Intolerant[-2];Procrastinator[-3],4
Ivonne,Time-Manager[3];Empathetic[3];Problem-Solver[3];Unreliable[-3];Uncooperative[-2],8
Candida,Empathetic[3];Creative Thinker[2];Leadership[4];Passive[-1];Rigid[-2],14
Myrtia,Problem-Solver[3];Reliable[3];Flexible[2];Defensive[-1];Easily Distracted[-1],8
Brigid,Mediator[2];Creative Thinker[2];Collaborative[2];Dismissive[-2];Conflict-Averse[-2],37
Frannie,Resourceful[2];Organized[2];Tech-Savvy[2];Indecisive[-2];Narrow-Minded[-2],0
Leann,Innovative[2];Diplomatic[2];Strategic[3];Unempathetic[-2];Impatient[-1],12
Cristi,Leadership[4];Strategic[3];Analytical[3];Resistant to Change[-2];Overly Critical[-2],2
Lorette,Creative Thinker[2];Diplomatic[2];Tech-Savvy[2];Overbearing[-1];Pessimistic[-1],25
Marlene,Problem-Solver[3];Strategic[3];Mediator[2];Aloof[-1];Micromanaging[-2],35
Deni,Logical[3];Time-Manager[3];Strategic[3];Impatient[-1];Micromanaging[-2],36
Dorise,Time-Manager[3];Organized[2];Tech-Savvy[2];Overly Critical[-2];Micromanaging[-2],20
Chrysler,Innovative[2];Problem-Solver[3];Reliable[3];Passive[-1];Rigid[-2],17
Jeanne,Diplomatic[2];Resourceful[2];Logical[3];Overly Competitive[-1];Skeptical[-1],10
Garnet,Leadership[4];Problem-Solver[3];Supportive[2];Skeptical[-1];Pessimistic[-1],25
Bird,Analytical[3];Mediator[2];Strategic[3];Rigid[-2];Impatient[-1],7
Dacy,Logical[3];Tech-Savvy[2];Problem-Solver[3];Passive[-1];Overbearing[-1],32
Talyah,Logical[3];Mediator[2];Problem-Solver[3];Uncooperative[-2];Stubborn[-1],19
Mandi,Empathetic[3];Organized[2];Collaborative[2];Unempathetic[-2];Impulsive[-1],40
Yoshi,Problem-Solver[3];Flexible[2];Strategic[3];Unreliable[-3];Easily Distracted[-1],22
Zitella,Innovative[2];Tech-Savvy[2];Resourceful[2];Resistant to Change[-2];Pessimistic[-1],29
Brittan,Supportive[2];Mediator[2];Diplomatic[2];Pessimistic[-1];Overly Critical[-2],5
Kyle,Empathetic[3];Creative Thinker[2];Logical[3];Moody[-1];Skeptical[-1],26
Kassia,Analytical[3];Supportive[2];Innovative[2];Rigid[-2];Pessimistic[-1],28
Camala,Empathetic[3];Reliable[3];Problem-Solver[3];Aloof[-1];Dismissive[-2],15
Nana,Leadership[4];Reliable[3];Mediator[2];Easily Distracted[-1];Overly Critical[-2],20
Kimberlee,Innovative[2];Leadership[4];Reliable[3];Unreliable[-3];Passive[-1],32
Colleen,Logical[3];Detail-Oriented[3];Strategic[3];Narrow-Minded[-2];Intolerant[-2],31
Madelon,Organized[2];Tech-Savvy[2];Supportive[2];Stubborn[-1];Rigid[-2],38
Mildrid,Empathetic[3];Collaborative[2];Supportive[2];Conflict-Averse[-2];Moody[-1],25
Aliza,Time-Manager[3];Reliable[3];Logical[3];Stubborn[-1];Defensive[-1],35
Rose,Creative Thinker[2];Collaborative[2];Resourceful[2];Narrow-Minded[-2];Moody[-1],31
Teddi,Collaborative[2];Logical[3];Mediator[2];Dismissive[-2];Uncooperative[-2],39
Rae,Resourceful[2];Communicative[2];Flexible[2];Conflict-Averse[-2];Rigid[-2],37
Koral,Tech-Savvy[2];Logical[3];Empathetic[3];Overly Competitive[-1];Unreliable[-3],35
Leoine,Resourceful[2];Time-Manager[3];Analytical[3];Overbearing[-1];Easily Distracted[-1],13
Tracy,Strategic[3];Flexible[2];Creative Thinker[2];Impatient[-1];Micromanaging[-2],9
Kordula,Innovative[2];Problem-Solver[3];Detail-Oriented[3];Uncooperative[-2];Perfectionist (to a fault)[-1],13
Lexy,Analytical[3];Logical[3];Detail-Oriented[3];Indecisive[-2];Impatient[-1],14
Jackie,Strategic[3];Supportive[2];Creative Thinker[2];Overly Competitive[-1];Uncooperative[-2],38
Georgina,Organized[2];Problem-Solver[3];Analytical[3];Moody[-1];Overly Critical[-2],37
Erika,Resourceful[2];Reliable[3];Collaborative[2];Passive[-1];Rigid[-2],31
Lorie,Collaborative[2];Flexible[2];Analytical[3];Procrastinator[-3];Pessimistic[-1],20
Rebecka,Innovative[2];Supportive[2];Resourceful[2];Conflict-Averse[-2];Procrastinator[-3],15
Tandie,Diplomatic[2];Detail-Oriented[3];Creative Thinker[2];Uncooperative[-2];Procrastinator[-3],17
Flora,Analytical[3];Reliable[3];Empathetic[3];Intolerant[-2];Impatient[-1],17
Amabel,Tech-Savvy[2];Mediator[2];Reliable[3];Overly Competitive[-1];Skeptical[-1],5
Fanni,Leadership[4];Diplomatic[2];Flexible[2];Non-communicative[-2];Moody[-1],38
Birgitta,Supportive[2];Creative Thinker[2];Tech-Savvy[2];Procrastinator[-3];Dismissive[-2],6
Sissy,Time-Manager[3];Collaborative[2];Reliable[3];Moody[-1];Impatient[-1],39
Joela,Supportive[2];Tech-Savvy[2];Leadership[4];Perfectionist (to a fault)[-1];Indecisive[-2],7
Theresina,Diplomatic[2];Leadership[4];Time-Manager[3];Overbearing[-1];Perfectionist (to a fault)[-1],27
Leandra,Reliable[3];Creative Thinker[2];Diplomatic[2];Perfectionist (to a fault)[-1];Indecisive[-2],12
Shaylah,Logical[3];Detail-Oriented[3];Reliable[3];Stubborn[-1];Perfectionist (to a fault)[-1],16
Loralee,Detail-Oriented[3];Reliable[3];Tech-Savvy[2];Overly Competitive[-1];Overly Critical[-2],10
Katy,Strategic[3];Creative Thinker[2];Tech-Savvy[2];Easily Distracted[-1];Procrastinator[-3],6
Darline,Logical[3];Resourceful[2];Innovative[2];Perfectionist (to a fault)[-1];Rigid[-2],11
